State,Crop,Season,Year,Area,Production,Yield,Average yield
Madhya Pradesh,Wheat,Rabi,2000,3299120,4861992,67.47,100.35
Madhya Pradesh,Wheat,Rabi,2001,3691707,5993596,74.47,100.35
Madhya Pradesh,Wheat,Rabi,2002,3369481,4916044,67.53,100.35
Madhya Pradesh,Wheat,Rabi,2003,4078974,7357255,86.3,107.04
Madhya Pradesh,Wheat,Rabi,2004,4188248,7320042,81.96,107.04
Madhya Pradesh,Wheat,Rabi,2005,3772615,6192368,79.06,107.04
Madhya Pradesh,Wheat,Rabi,2006,4262382,7840446,83.1,107.04
Madhya Pradesh,Wheat,Rabi,2007,4089343,6729363,74.35,107.04
Madhya Pradesh,Wheat,Rabi,2008,3997666,7272210,88.2,111.5
Madhya Pradesh,Wheat,Rabi,2010,4633125,9219781,93.72,111.5
Madhya Pradesh,Wheat,Rabi,2011,5248479,14537038,129.54,111.5
Madhya Pradesh,Wheat,Rabi,2012,5601025,16510524,142.83,111.5
Madhya Pradesh,Wheat,Rabi,2013,6123044,15722722,129.46,113.73
Madhya Pradesh,Wheat,Rabi,2014,5999000,18463000,148.13,113.73
Madhya Pradesh,Wheat,Rabi,2015,5914000,18408000,151.03,113.73
Madhya Pradesh,Wheat,Rabi,2016,6423000,21916000,168.01,113.73
Madhya Pradesh,Wheat,Rabi,2017,5802980,20019950,170.62,113.73
Madhya Pradesh,Wheat,Rabi,2018,7721549,25276038,160.23,113.73
Madhya Pradesh,Wheat,Rabi,2019,10216517,37507219,183.01,115.96
Madhya Pradesh,Wheat,Whole Year,2009,4458995,8865378,92.69,111.5
Maharashtra,Arhar/Tur,Kharif,1997,1005600,348000,9.31,24.64
Maharashtra,Arhar/Tur,Kharif,1998,1006700,808900,17.99,24.64
Maharashtra,Arhar/Tur,Kharif,1999,1040900,868100,22.62,28.16
Maharashtra,Arhar/Tur,Kharif,2000,1096100,660300,16.85,28.16
Maharashtra,Arhar/Tur,Kharif,2001,1017300,770600,20.07,28.16
Maharashtra,Arhar/Tur,Kharif,2002,1059900,777100,20.15,28.16
Maharashtra,Arhar/Tur,Kharif,2003,1046300,693000,18.92,28.16
Maharashtra,Arhar/Tur,Kharif,2004,1074000,658200,18.47,28.16
Maharashtra,Arhar/Tur,Kharif,2005,1099900,792200,20.55,28.16
Maharashtra,Arhar/Tur,Kharif,2006,1122600,814600,21.22,28.16
Maharashtra,Arhar/Tur,Kharif,2007,1159100,1075700,25.96,28.16
Maharashtra,Arhar/Tur,Kharif,2008,1008500,605000,17.83,28.16
Maharashtra,Arhar/Tur,Kharif,2009,1093200,919100,25.31,28.16
Maharashtra,Arhar/Tur,Kharif,2010,1301900,975800,22.44,28.16
Maharashtra,Arhar/Tur,Kharif,2011,1233100,870900,20.46,28.16
Maharashtra,Arhar/Tur,Kharif,2012,1213600,1005800,20.26,28.16
Maharashtra,Arhar/Tur,Kharif,2013,1141300,1034200,24.4,28.16
Maharashtra,Arhar/Tur,Kharif,2014,1210100,353300,10.66,29.04
Maharashtra,Arhar/Tur,Kharif,2015,1236900,444200,11.61,29.92
Maharashtra,Arhar/Tur,Kharif,2016,1435643,2089252,40.27,29.92
Maharashtra,Arhar/Tur,Kharif,2017,1375105,1250678,25.21,27.28
Maharashtra,Arhar/Tur,Kharif,2018,1261309,834489,17.63,27.28
Maharashtra,Arhar/Tur,Kharif,2019,1319102,1196801,26.07,27.28
Maharashtra,Bajra,Kharif,1997,1671200,1119000,13.91,28.38
Maharashtra,Bajra,Kharif,1998,1759700,1492500,16.27,28.38
Maharashtra,Bajra,Kharif,1999,1720700,1126300,15.91,30.96
Maharashtra,Bajra,Kharif,2000,1800000,1087200,12.87,28.38
Maharashtra,Bajra,Kharif,2001,1399200,830800,11.35,28.38
Maharashtra,Bajra,Kharif,2002,1547200,1146000,14.87,28.38
Maharashtra,Bajra,Kharif,2003,1325400,896300,12.82,28.38
Maharashtra,Bajra,Kharif,2004,1528900,1126300,13.69,28.38
Maharashtra,Bajra,Kharif,2005,1433800,932000,13.1,28.38
Maharashtra,Bajra,Kharif,2006,1452200,1058600,13.3,27.09
Maharashtra,Bajra,Kharif,2007,1283000,1126900,16.33,28.38
Maharashtra,Bajra,Kharif,2008,865400,661900,14.14,28.38
Maharashtra,Bajra,Kharif,2009,1033500,766300,14.42,27.09
Maharashtra,Bajra,Kharif,2010,1034600,1123500,18.27,27.09
Maharashtra,Bajra,Kharif,2011,838200,823300,17.51,27.09
Maharashtra,Bajra,Kharif,2012,788200,502400,13.16,25.8
Maharashtra,Bajra,Kharif,2013,761600,787900,16.07,24.51
Maharashtra,Bajra,Kharif,2014,864400,537900,8.57,21.93
Maharashtra,Bajra,Kharif,2015,800600,332900,5.92,25.8
Maharashtra,Bajra,Kharif,2016,837081,799743,14.28,28.38
Maharashtra,Bajra,Kharif,2017,787833,669176,12.79,27.09
Maharashtra,Bajra,Kharif,2018,609587.4,332231,8.16,25.8
Maharashtra,Bajra,Kharif,2019,672783,512321,12.75,28.38
Maharashtra,Banana,Whole Year,2003,57700,3634720,1611.91,840
Maharashtra,Castor seed,Kharif,1998,9700,2900,5.54,12.16
Maharashtra,Castor seed,Kharif,1999,11000,2900,5.8,16.72
Maharashtra,Castor seed,Kharif,2000,18100,4350,6.28,16.72
Maharashtra,Castor seed,Kharif,2001,11900,3250,7.63,16.72
Maharashtra,Castor seed,Kharif,2002,29700,6590,3.63,15.2
Maharashtra,Castor seed,Kharif,2004,11800,3500,5.57,12.92
Maharashtra,Castor seed,Kharif,2005,16000,6800,15.85,18.24
Maharashtra,Castor seed,Kharif,2006,11300,4000,8.37,14.44
Maharashtra,Castor seed,Kharif,2007,10800,4400,7.99,14.44
Maharashtra,Castor seed,Kharif,2008,9900,2700,6.34,12.92
Maharashtra,Castor seed,Kharif,2009,5800,1500,3.5,8.36
Maharashtra,Castor seed,Kharif,2010,9800,4190,10.02,14.44
Maharashtra,Castor seed,Kharif,2011,8100,3580,5.79,9.88
Maharashtra,Castor seed,Kharif,2012,18300,4960,5.83,15.96
Maharashtra,Castor seed,Kharif,2013,13300,5100,7.97,15.2
Maharashtra,Castor seed,Kharif,2014,16500,4000,3.96,10.64
Maharashtra,Castor seed,Kharif,2015,11426,2136.2,5.02,15.96
Maharashtra,Castor seed,Kharif,2016,7049,2074,7.21,14.44
Maharashtra,Castor seed,Kharif,2017,6152,1368,5.14,15.2
Maharashtra,Castor seed,Kharif,2018,12534,3649,5.49,15.2
Maharashtra,Cotton(lint),Kharif,1998,3199100,523780,4.78,49.68
Maharashtra,Cotton(lint),Kharif,1999,3253900,619860,6.3,56.16
Maharashtra,Cotton(lint),Kharif,2000,3076900,360520,4.6,56.16
Maharashtra,Cotton(lint),Kharif,2001,3104700,537920,4.67,56.16
Maharashtra,Cotton(lint),Kharif,2002,2799900,519220,5.34,58.32
Maharashtra,Cotton(lint),Kharif,2003,2762400,616020,6.39,58.32
Maharashtra,Cotton(lint),Kharif,2004,2839500,587700,5.87,58.32
Maharashtra,Cotton(lint),Kharif,2005,2875000,632020,6.57,58.32
Maharashtra,Cotton(lint),Kharif,2006,3106900,923500,7.85,58.32
Maharashtra,Cotton(lint),Kharif,2007,3195400,1402980,11.74,58.32
Maharashtra,Cotton(lint),Kharif,2008,3146000,950460,8.16,58.32
Maharashtra,Cotton(lint),Kharif,2009,3391500,1022240,7.51,56.16
Maharashtra,Cotton(lint),Kharif,2010,3941900,1494500,9.7,56.16
Maharashtra,Cotton(lint),Kharif,2011,4166700,1364020,8.72,54
Maharashtra,Cotton(lint),Kharif,2012,4187000,1358600,9.65,54
Maharashtra,Cotton(lint),Kharif,2013,4159500,1766840,10.34,54
Maharashtra,Cotton(lint),Kharif,2014,4189900,715420,4.85,54
Maharashtra,Cotton(lint),Kharif,2015,4207200,782786,4.46,54
Maharashtra,Cotton(lint),Kharif,2016,4212480,2150997.2,13.13,54
Maharashtra,Cotton(lint),Kharif,2017,4350818,1218702.4,8.9,58.32
Maharashtra,Cotton(lint),Kharif,2018,4218738,1318623.4,7.99,56.16
Maharashtra,Cotton(lint),Kharif,2019,4491331,1327837,15.85,60.48
Maharashtra,Cotton(lint),Whole Year,1997,31292,350620,441.56,49.68
Maharashtra,Gram,Kharif,1997,717100,295900,11.02,24.03
Maharashtra,Gram,Rabi,1998,904200,561900,17.24,24.92
Maharashtra,Gram,Rabi,1999,920000,592200,18.42,26.7
Maharashtra,Gram,Rabi,2000,676200,350800,15.53,27.59
Maharashtra,Gram,Rabi,2001,756300,450500,18.1,27.59
Maharashtra,Gram,Rabi,2002,796200,448500,17.55,27.59
Maharashtra,Gram,Rabi,2003,795200,421100,17.23,27.59
Maharashtra,Gram,Rabi,2004,829900,466200,16.7,27.59
Maharashtra,Gram,Rabi,2005,1020400,705200,20.54,27.59
Maharashtra,Gram,Rabi,2006,1308100,925100,21.3,27.59
Maharashtra,Gram,Rabi,2007,1353300,1115700,25.05,27.59
Maharashtra,Gram,Rabi,2008,1143300,773900,20.61,27.59
Maharashtra,Gram,Rabi,2009,1291400,1114400,24.67,27.59
Maharashtra,Gram,Rabi,2010,1437900,1300200,26.86,27.59
Maharashtra,Gram,Rabi,2011,1075100,857500,24.75,27.59
Maharashtra,Gram,Rabi,2012,1134500,867900,21.38,26.7
Maharashtra,Gram,Rabi,2013,1519500,1400640,25.9,26.7
Maharashtra,Gram,Rabi,2014,1427500,1087700,22.68,27.59
Maharashtra,Gram,Rabi,2015,1442020,776680,18.53,29.37
Maharashtra,Gram,Rabi,2016,1929130,1940925,31.44,28.48
Maharashtra,Gram,Rabi,2017,2234044,2048892,28.94,27.59
Maharashtra,Gram,Rabi,2018,1694220,1396800,26.44,27.59
Maharashtra,Gram,Rabi,2019,2043208,2240091,31.78,29.37
Maharashtra,Groundnut,Kharif,1998,407700,474600,23.7,35.64
Maharashtra,Groundnut,Kharif,1999,406500,386200,23.71,40.92
Maharashtra,Groundnut,Kharif,2000,403700,360510,18.84,38.28
Maharashtra,Groundnut,Kharif,2001,353400,382200,19.81,35.64
Maharashtra,Groundnut,Kharif,2002,350900,336300,21.7,38.28
Maharashtra,Groundnut,Kharif,2003,324100,355200,23.83,39.6
Maharashtra,Groundnut,Kharif,2004,346600,358800,20.52,36.96
Maharashtra,Groundnut,Kharif,2005,336700,279800,19.93,34.32
Maharashtra,Groundnut,Kharif,2006,341600,254100,19.85,35.64
Maharashtra,Groundnut,Kharif,2007,329300,365900,23.22,34.32
Maharashtra,Groundnut,Kharif,2008,253600,257500,18.38,33
Maharashtra,Groundnut,Kharif,2009,260400,263800,19.14,31.68
Maharashtra,Groundnut,Kharif,2010,275200,345500,23.64,33
Maharashtra,Groundnut,Kharif,2011,237700,257140,23.46,34.32
Maharashtra,Groundnut,Kharif,2012,238000,236100,20.59,33
Maharashtra,Groundnut,Kharif,2013,244100,295850,21.19,27.72
Maharashtra,Groundnut,Kharif,2014,243700,252900,14.16,27.72
Maharashtra,Groundnut,Kharif,2015,224500,216610,13.16,27.72
Maharashtra,Groundnut,Kharif,2016,235080,286827,22.95,31.68
Maharashtra,Groundnut,Kharif,2017,239847,276066,24.28,31.68
Maharashtra,Groundnut,Kharif,2018,217336,203522.2,15.16,29.04
Maharashtra,Groundnut,Kharif,2019,221102,191432.5,18.38,35.64
Maharashtra,Groundnut,Summer,1998,134800,192700,37.5,38.28
Maharashtra,Groundnut,Summer,1999,133900,185900,42.66,42.24
Maharashtra,Groundnut,Summer,2000,86400,109100,43.51,40.92
Maharashtra,Groundnut,Summer,2001,76000,109800,43,40.92
Maharashtra,Groundnut,Summer,2002,67800,113800,53.5,40.92
Maharashtra,Groundnut,Summer,2003,54700,81600,43.47,40.92
Maharashtra,Groundnut,Summer,2004,69400,100200,40.72,40.92
Maharashtra,Groundnut,Summer,2005,104600,159700,46.17,40.92
Maharashtra,Groundnut,Summer,2006,108100,149700,45.07,40.92
Maharashtra,Groundnut,Summer,2007,90100,139900,46.77,40.92
Maharashtra,Groundnut,Summer,2008,63600,94000,43.24,40.92
Maharashtra,Groundnut,Summer,2009,61500,100700,45.65,39.6
Maharashtra,Groundnut,Summer,2010,89300,124800,42.15,39.6
